3120000,"Marvel's Daredevil: A New Napkin (Season 3, Episode 13)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: One Last Shot (Season 3, Episode 12)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Reunion (Season 3, Episode 11)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Karen (Season 3, Episode 10)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Revelations (Season 3, Episode 9)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Upstairs/Downstairs (Season 3, Episode 8)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Aftermath (Season 3, Episode 7)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: The Devil You Know (Season 3, Episode 6)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: The Perfect Game (Season 3, Episode 5)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Blindsided (Season 3, Episode 4)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: No Good Deed (Season 3, Episode 3)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Please (Season 3, Episode 2)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: Resurrection (Season 3, Episode 1)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: A Cold Day in Hell's Kitchen (Season 2, Episode 13)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: The Dark at the End of the Tunnel (Season 2, Episode 12)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: .380 (Season 2, Episode 11)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
3120000,"Marvel's Daredevil: The Man in The Box (Season 2, Episode 10)",episode;action;crime;superhero;drama;adventure,2021-07-19T17:42:22.000+01:00
2640000,"The Flash: Heart of the Matter (2) (Season 7, Episode 18)",episode;drama;fantasy;science-fiction;superhero,2021-07-21T01:48:25.000+01:00
1200000,"Puncch Beat: Dark Beginnings (Season 2, Episode 1)",episode;drama,2021-07-21T11:57:42.000+01:00
1200000,"Puncch Beat: The Trap (Season 2, Episode 13)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: A Father's Legacy (Season 2, Episode 12)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: I Confess (Season 2, Episode 11)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Boys don't Cry (Season 2, Episode 10)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Wild Card (Season 2, Episode 9)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Skeletons in the closet (Season 2, Episode 8)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Everyone is a Suspect (Season 2, Episode 7)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Good Byes are Tough (Season 2, Episode 6)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: A Chance at Redemption (Season 2, Episode 5)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Why did she lie? (Season 2, Episode 4)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Confessions of Rosewood High (Season 2, Episode 3)",episode;drama,2021-07-21T11:57:48.000+01:00
1200000,"Puncch Beat: Old Flames - New Love (Season 2, Episode 2)",episode;drama,2021-07-21T11:57:48.000+01:00
2520000,"Supergirl: Fear Knot (Season 6, Episode 7)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Prom Again! (2) (Season 6, Episode 6)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Prom Night! (1) (Season 6, Episode 5)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Lost Souls (Season 6, Episode 4)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Phantom Menaces (Season 6, Episode 3)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: A Few Good Women (Season 6, Episode 2)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Rebirth (Season 6, Episode 1)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Immortal Kombat (Season 5, Episode 19)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: The Missing Link (Season 5, Episode 18)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Deus Lex Machina (Season 5, Episode 17)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
2520000,"Supergirl: Alex in Wonderland (Season 5, Episode 16)",episode;action;adventure;science-fiction;drama;superhero;fantasy,2021-07-29T23:44:02.000+01:00
